similarity,corruption,rank,topK,iter,lambda,weight_u_i,metric,NDCG,Recall@5,tok,weight_i,weight_u,Recall@10,Recall@15,Recall@20,Recall@50
Cosine,0.5,50,,200,0.01,,,"[0.1553, 0.0099]",,20.0,0.3,0.7,,,"[0.173, 0.0117]",
Cosine,0.5,50,,200,0.01,,,"[0.1537, 0.0098]",,20.0,0.4,0.6,,,"[0.1717, 0.0116]",
Cosine,0.5,50,,200,0.01,,,"[0.1527, 0.0097]",,20.0,0.5,0.5,,,"[0.1686, 0.0114]",
Cosine,0.5,50,,200,0.01,,,"[0.1545, 0.0097]",,20.0,0.6,0.4,,,"[0.1706, 0.0114]",
Cosine,0.5,50,,200,0.01,,,"[0.1533, 0.0096]",,20.0,0.7,0.3,,,"[0.1693, 0.0113]",
Cosine,0.5,50,,200,0.01,,,"[0.1505, 0.0096]",,20.0,0.8,0.2,,,"[0.1641, 0.0111]",
Cosine,0.5,50,,200,0.01,,,"[0.1517, 0.0097]",,20.0,0.9,0.1,,,"[0.1669, 0.0114]",
Cosine,0.5,50,,200,0.01,,,"[0.1484, 0.0098]",,20.0,1.0,0.0,,,"[0.1586, 0.0111]",
Cosine,0.5,50,,200,0.01,,,"[0.2228, 0.0104]",,50.0,0.0,1.0,,,,"[0.3333, 0.0155]"
Cosine,0.5,50,,200,0.01,,,"[0.2348, 0.0111]",,50.0,0.1,0.9,,,,"[0.3487, 0.0168]"
Cosine,0.5,50,,200,0.01,,,"[0.2339, 0.0112]",,50.0,0.2,0.8,,,,"[0.3474, 0.017]"
Cosine,0.5,50,,200,0.01,,,"[0.2299, 0.0113]",,50.0,0.3,0.7,,,,"[0.3368, 0.017]"
Cosine,0.5,50,,200,0.01,,,"[0.2285, 0.0111]",,50.0,0.4,0.6,,,,"[0.3316, 0.0168]"
Cosine,0.5,50,,200,0.01,,,"[0.2286, 0.0115]",,50.0,0.5,0.5,,,,"[0.3257, 0.0168]"
Cosine,0.5,50,,200,0.01,,,"[0.2258, 0.0114]",,50.0,0.6,0.4,,,,"[0.3192, 0.0166]"
Cosine,0.5,50,,200,0.01,,,"[0.2255, 0.0116]",,50.0,0.7,0.3,,,,"[0.3138, 0.0167]"
Cosine,0.5,50,,200,0.01,,,"[0.2219, 0.0114]",,50.0,0.8,0.2,,,,"[0.3045, 0.0159]"
Cosine,0.5,50,,200,0.01,,,"[0.2187, 0.0116]",,50.0,0.9,0.1,,,,"[0.2939, 0.0158]"
Cosine,0.5,50,,200,0.01,,,"[0.2138, 0.0112]",,50.0,1.0,0.0,,,,"[0.2859, 0.0153]"
Cosine,0.2,50,,200,0.1,,,"[0.0666, 0.0068]","[0.0491, 0.0057]",5.0,0.0,1.0,,,,
Cosine,0.2,50,,200,0.1,,,"[0.0693, 0.007]","[0.0494, 0.0056]",5.0,0.1,0.9,,,,
Cosine,0.2,50,,200,0.1,,,"[0.0713, 0.0072]","[0.0505, 0.0058]",5.0,0.2,0.8,,,,
Cosine,0.2,50,,200,0.1,,,"[0.075, 0.0072]","[0.0521, 0.0055]",5.0,0.3,0.7,,,,
Cosine,0.2,50,,200,0.1,,,"[0.0766, 0.0072]","[0.0537, 0.0057]",5.0,0.4,0.6,,,,
Cosine,0.2,50,,200,0.1,,,"[0.0756, 0.0071]","[0.0515, 0.0055]",5.0,0.5,0.5,,,,
Cosine,0.2,50,,200,0.1,,,"[0.0756, 0.0069]","[0.0533, 0.0056]",5.0,0.6,0.4,,,,
Cosine,0.2,50,,200,0.1,,,"[0.0766, 0.007]","[0.0536, 0.0057]",5.0,0.7,0.3,,,,
Cosine,0.2,50,,200,0.1,,,"[0.0763, 0.007]","[0.0528, 0.0055]",5.0,0.8,0.2,,,,
Cosine,0.2,50,,200,0.1,,,"[0.0748, 0.0067]","[0.0517, 0.0053]",5.0,0.9,0.1,,,,
Cosine,0.2,50,,200,0.1,,,"[0.075, 0.0068]","[0.0502, 0.0052]",5.0,1.0,0.0,,,,
Cosine,0.2,50,,200,0.1,,,"[0.0997, 0.0082]",,10.0,0.0,1.0,"[0.0962, 0.0088]",,,
Cosine,0.2,50,,200,0.1,,,"[0.1, 0.0083]",,10.0,0.1,0.9,"[0.0905, 0.0081]",,,
Cosine,0.2,50,,200,0.1,,,"[0.103, 0.0083]",,10.0,0.2,0.8,"[0.0915, 0.008]",,,
Cosine,0.2,50,,200,0.1,,,"[0.106, 0.0084]",,10.0,0.3,0.7,"[0.093, 0.0081]",,,
Cosine,0.2,50,,200,0.1,,,"[0.1061, 0.0083]",,10.0,0.4,0.6,"[0.0929, 0.008]",,,
Cosine,0.2,50,,200,0.1,,,"[0.1088, 0.0084]",,10.0,0.5,0.5,"[0.0954, 0.0081]",,,
Cosine,0.2,50,,200,0.1,,,"[0.1082, 0.0083]",,10.0,0.6,0.4,"[0.0944, 0.008]",,,
Cosine,0.2,50,,200,0.1,,,"[0.1095, 0.0084]",,10.0,0.7,0.3,"[0.0945, 0.0081]",,,
Cosine,0.2,50,,200,0.1,,,"[0.1076, 0.0083]",,10.0,0.8,0.2,"[0.0911, 0.0078]",,,
Cosine,0.2,50,,200,0.1,,,"[0.105, 0.0081]",,10.0,0.9,0.1,"[0.0917, 0.0079]",,,
Cosine,0.2,50,,200,0.1,,,"[0.1048, 0.008]",,10.0,1.0,0.0,"[0.0909, 0.0076]",,,
Cosine,0.2,50,,200,0.1,,,"[0.1266, 0.0091]",,15.0,0.0,1.0,,"[0.138, 0.0107]",,
Cosine,0.2,50,,200,0.1,,,"[0.1282, 0.0092]",,15.0,0.1,0.9,,"[0.1362, 0.0107]",,
Cosine,0.2,50,,200,0.1,,,"[0.1288, 0.0091]",,15.0,0.2,0.8,,"[0.1337, 0.0101]",,
Cosine,0.2,50,,200,0.1,,,"[0.1288, 0.0092]",,15.0,0.3,0.7,,"[0.1323, 0.0101]",,
Cosine,0.2,50,,200,0.1,,,"[0.1317, 0.0093]",,15.0,0.4,0.6,,"[0.1327, 0.01]",,
Cosine,0.2,50,,200,0.1,,,"[0.1318, 0.0092]",,15.0,0.5,0.5,,"[0.1338, 0.0101]",,
Cosine,0.2,50,,200,0.1,,,"[0.1316, 0.0092]",,15.0,0.6,0.4,,"[0.1323, 0.0099]",,
Cosine,0.2,50,,200,0.1,,,"[0.1335, 0.0091]",,15.0,0.7,0.3,,"[0.1317, 0.0097]",,
Cosine,0.2,50,,200,0.1,,,"[0.1315, 0.0091]",,15.0,0.8,0.2,,"[0.1281, 0.0096]",,
Cosine,0.2,50,,200,0.1,,,"[0.1298, 0.009]",,15.0,0.9,0.1,,"[0.1266, 0.0095]",,
Cosine,0.2,50,,200,0.1,,,"[0.128, 0.009]",,15.0,1.0,0.0,,"[0.1239, 0.0094]",,
Cosine,0.2,50,,200,0.1,,,"[0.1462, 0.0095]",,20.0,0.0,1.0,,,"[0.1753, 0.0121]",
Cosine,0.2,50,,200,0.1,,,"[0.1483, 0.0097]",,20.0,0.1,0.9,,,"[0.1734, 0.0123]",
Cosine,0.2,50,,200,0.1,,,"[0.1539, 0.0098]",,20.0,0.2,0.8,,,"[0.1757, 0.012]",
Cosine,0.2,50,,200,0.1,,,"[0.1501, 0.0097]",,20.0,0.3,0.7,,,"[0.1682, 0.0115]",
Cosine,0.2,50,,200,0.1,,,"[0.1503, 0.0098]",,20.0,0.4,0.6,,,"[0.1662, 0.0115]",
Cosine,0.2,50,,200,0.1,,,"[0.1505, 0.0097]",,20.0,0.5,0.5,,,"[0.1655, 0.0114]",
Cosine,0.2,50,,200,0.1,,,"[0.154, 0.0099]",,20.0,0.6,0.4,,,"[0.1673, 0.0115]",
Cosine,0.2,50,,200,0.1,,,"[0.1514, 0.0096]",,20.0,0.7,0.3,,,"[0.1641, 0.0111]",
Cosine,0.2,50,,200,0.1,,,"[0.1473, 0.0096]",,20.0,0.8,0.2,,,"[0.1597, 0.011]",
Cosine,0.2,50,,200,0.1,,,"[0.1483, 0.0097]",,20.0,0.9,0.1,,,"[0.1575, 0.011]",
Cosine,0.2,50,,200,0.1,,,"[0.1471, 0.0095]",,20.0,1.0,0.0,,,"[0.157, 0.0109]",
Cosine,0.2,50,,200,0.1,,,"[0.2221, 0.0104]",,50.0,0.0,1.0,,,,"[0.3322, 0.0156]"
Cosine,0.2,50,,200,0.1,,,"[0.2272, 0.0107]",,50.0,0.1,0.9,,,,"[0.3414, 0.0164]"
Cosine,0.2,50,,200,0.1,,,"[0.2278, 0.0109]",,50.0,0.2,0.8,,,,"[0.3392, 0.0166]"
Cosine,0.2,50,,200,0.1,,,"[0.2295, 0.0111]",,50.0,0.3,0.7,,,,"[0.3378, 0.0169]"
Cosine,0.2,50,,200,0.1,,,"[0.2302, 0.0113]",,50.0,0.4,0.6,,,,"[0.3341, 0.0168]"
Cosine,0.2,50,,200,0.1,,,"[0.2275, 0.0114]",,50.0,0.5,0.5,,,,"[0.3259, 0.0169]"
Cosine,0.2,50,,200,0.1,,,"[0.226, 0.0116]",,50.0,0.6,0.4,,,,"[0.3176, 0.0166]"
Cosine,0.2,50,,200,0.1,,,"[0.2259, 0.0117]",,50.0,0.7,0.3,,,,"[0.3127, 0.0166]"
Cosine,0.2,50,,200,0.1,,,"[0.2219, 0.0114]",,50.0,0.8,0.2,,,,"[0.3059, 0.0161]"
Cosine,0.2,50,,200,0.1,,,"[0.2171, 0.0115]",,50.0,0.9,0.1,,,,"[0.2946, 0.0158]"
Cosine,0.2,50,,200,0.1,,,"[0.2147, 0.0114]",,50.0,1.0,0.0,,,,"[0.2902, 0.0156]"
Cosine,0.3,50,,200,0.1,,,"[0.0661, 0.0068]","[0.0492, 0.0058]",5.0,0.0,1.0,,,,
Cosine,0.3,50,,200,0.1,,,"[0.0716, 0.007]","[0.052, 0.0057]",5.0,0.1,0.9,,,,
Cosine,0.3,50,,200,0.1,,,"[0.0713, 0.0071]","[0.0501, 0.0056]",5.0,0.2,0.8,,,,
Cosine,0.3,50,,200,0.1,,,"[0.0723, 0.007]","[0.0515, 0.0056]",5.0,0.3,0.7,,,,
Cosine,0.3,50,,200,0.1,,,"[0.0754, 0.0072]","[0.0527, 0.0057]",5.0,0.4,0.6,,,,
Cosine,0.3,50,,200,0.1,,,"[0.0751, 0.0069]","[0.0515, 0.0052]",5.0,0.5,0.5,,,,
Cosine,0.3,50,,200,0.1,,,"[0.0768, 0.0073]","[0.0528, 0.0057]",5.0,0.6,0.4,,,,
Cosine,0.3,50,,200,0.1,,,"[0.0773, 0.007]","[0.0537, 0.0055]",5.0,0.7,0.3,,,,
Cosine,0.3,50,,200,0.1,,,"[0.0743, 0.0069]","[0.05, 0.0052]",5.0,0.8,0.2,,,,
Cosine,0.3,50,,200,0.1,,,"[0.0726, 0.0067]","[0.0488, 0.0051]",5.0,0.9,0.1,,,,
Cosine,0.3,50,,200,0.1,,,"[0.0764, 0.0071]","[0.0523, 0.0055]",5.0,1.0,0.0,,,,
Cosine,0.3,50,,200,0.1,,,"[0.0988, 0.0082]",,10.0,0.0,1.0,"[0.095, 0.0087]",,,
Cosine,0.3,50,,200,0.1,,,"[0.1008, 0.0082]",,10.0,0.1,0.9,"[0.0918, 0.0082]",,,
Cosine,0.3,50,,200,0.1,,,"[0.104, 0.0083]",,10.0,0.2,0.8,"[0.093, 0.008]",,,
Cosine,0.3,50,,200,0.1,,,"[0.1062, 0.0084]",,10.0,0.3,0.7,"[0.0939, 0.0081]",,,
Cosine,0.3,50,,200,0.1,,,"[0.1077, 0.0084]",,10.0,0.4,0.6,"[0.0949, 0.0082]",,,
Cosine,0.3,50,,200,0.1,,,"[0.1086, 0.0083]",,10.0,0.5,0.5,"[0.0953, 0.008]",,,
Cosine,0.3,50,,200,0.1,,,"[0.1091, 0.0084]",,10.0,0.6,0.4,"[0.0952, 0.0081]",,,
Cosine,0.3,50,,200,0.1,,,"[0.1059, 0.0081]",,10.0,0.7,0.3,"[0.0913, 0.0077]",,,
Cosine,0.3,50,,200,0.1,,,"[0.1125, 0.0085]",,10.0,0.8,0.2,"[0.0964, 0.008]",,,
Cosine,0.3,50,,200,0.1,,,"[0.1031, 0.0079]",,10.0,0.9,0.1,"[0.0891, 0.0076]",,,
Cosine,0.3,50,,200,0.1,,,"[0.1053, 0.0081]",,10.0,1.0,0.0,"[0.0891, 0.0076]",,,
Cosine,0.3,50,,200,0.1,,,"[0.1214, 0.009]",,15.0,0.0,1.0,,"[0.1328, 0.0106]",,
Cosine,0.3,50,,200,0.1,,,"[0.129, 0.0092]",,15.0,0.1,0.9,,"[0.1365, 0.0105]",,
Cosine,0.3,50,,200,0.1,,,"[0.1286, 0.0091]",,15.0,0.2,0.8,,"[0.1328, 0.0102]",,
Cosine,0.3,50,,200,0.1,,,"[0.1281, 0.0091]",,15.0,0.3,0.7,,"[0.1307, 0.0101]",,
Cosine,0.3,50,,200,0.1,,,"[0.1323, 0.0093]",,15.0,0.4,0.6,,"[0.1334, 0.01]",,
Cosine,0.3,50,,200,0.1,,,"[0.1326, 0.0092]",,15.0,0.5,0.5,,"[0.1328, 0.0099]",,
Cosine,0.3,50,,200,0.1,,,"[0.1338, 0.0093]",,15.0,0.6,0.4,,"[0.1332, 0.0101]",,
Cosine,0.3,50,,200,0.1,,,"[0.133, 0.0092]",,15.0,0.7,0.3,,"[0.1307, 0.0098]",,
Cosine,0.3,50,,200,0.1,,,"[0.1293, 0.0091]",,15.0,0.8,0.2,,"[0.1275, 0.0097]",,
Cosine,0.3,50,,200,0.1,,,"[0.1295, 0.0091]",,15.0,0.9,0.1,,"[0.1254, 0.0094]",,
Cosine,0.3,50,,200,0.1,,,"[0.1288, 0.0091]",,15.0,1.0,0.0,,"[0.1232, 0.0096]",,
Cosine,0.3,50,,200,0.1,,,"[0.1457, 0.0096]",,20.0,0.0,1.0,,,"[0.1742, 0.0121]",
Cosine,0.3,50,,200,0.1,,,"[0.1459, 0.0096]",,20.0,0.1,0.9,,,"[0.1716, 0.0121]",
Cosine,0.3,50,,200,0.1,,,"[0.1473, 0.0097]",,20.0,0.2,0.8,,,"[0.1674, 0.0118]",
Cosine,0.3,50,,200,0.1,,,"[0.1521, 0.0099]",,20.0,0.3,0.7,,,"[0.1695, 0.0117]",
Cosine,0.3,50,,200,0.1,,,"[0.152, 0.0099]",,20.0,0.4,0.6,,,"[0.1683, 0.0117]",
Cosine,0.3,50,,200,0.1,,,"[0.1482, 0.0096]",,20.0,0.5,0.5,,,"[0.1638, 0.0113]",
Cosine,0.3,50,,200,0.1,,,"[0.1538, 0.0098]",,20.0,0.6,0.4,,,"[0.1673, 0.0114]",
Cosine,0.3,50,,200,0.1,,,"[0.1526, 0.0098]",,20.0,0.7,0.3,,,"[0.1656, 0.0114]",
Cosine,0.3,50,,200,0.1,,,"[0.1474, 0.0096]",,20.0,0.8,0.2,,,"[0.1594, 0.011]",
Cosine,0.3,50,,200,0.1,,,"[0.15, 0.0098]",,20.0,0.9,0.1,,,"[0.1594, 0.011]",
Cosine,0.3,50,,200,0.1,,,"[0.1448, 0.0096]",,20.0,1.0,0.0,,,"[0.151, 0.0106]",
Cosine,0.3,50,,200,0.1,,,"[0.2182, 0.0104]",,50.0,0.0,1.0,,,,"[0.3276, 0.0155]"
Cosine,0.3,50,,200,0.1,,,"[0.2259, 0.0107]",,50.0,0.1,0.9,,,,"[0.3405, 0.0164]"
Cosine,0.3,50,,200,0.1,,,"[0.2285, 0.011]",,50.0,0.2,0.8,,,,"[0.3393, 0.0167]"
Cosine,0.3,50,,200,0.1,,,"[0.2294, 0.0112]",,50.0,0.3,0.7,,,,"[0.3363, 0.017]"
Cosine,0.3,50,,200,0.1,,,"[0.2268, 0.0113]",,50.0,0.4,0.6,,,,"[0.3276, 0.0168]"
Cosine,0.3,50,,200,0.1,,,"[0.23, 0.0115]",,50.0,0.5,0.5,,,,"[0.3267, 0.0168]"
Cosine,0.3,50,,200,0.1,,,"[0.2268, 0.0115]",,50.0,0.6,0.4,,,,"[0.3191, 0.0167]"
Cosine,0.3,50,,200,0.1,,,"[0.2235, 0.0115]",,50.0,0.7,0.3,,,,"[0.3095, 0.0165]"
Cosine,0.3,50,,200,0.1,,,"[0.2185, 0.0115]",,50.0,0.8,0.2,,,,"[0.2997, 0.0161]"
Cosine,0.3,50,,200,0.1,,,"[0.2184, 0.0116]",,50.0,0.9,0.1,,,,"[0.2977, 0.0162]"
Cosine,0.3,50,,200,0.1,,,"[0.2118, 0.0115]",,50.0,1.0,0.0,,,,"[0.2888, 0.0157]"
Cosine,0.4,50,,200,0.1,,,"[0.0658, 0.0068]","[0.049, 0.0057]",5.0,0.0,1.0,,,,
Cosine,0.4,50,,200,0.1,,,"[0.0683, 0.0069]","[0.0487, 0.0056]",5.0,0.1,0.9,,,,
Cosine,0.4,50,,200,0.1,,,"[0.0711, 0.007]","[0.0498, 0.0054]",5.0,0.2,0.8,,,,
Cosine,0.4,50,,200,0.1,,,"[0.0718, 0.007]","[0.05, 0.0054]",5.0,0.3,0.7,,,,
Cosine,0.4,50,,200,0.1,,,"[0.0759, 0.0072]","[0.0529, 0.0056]",5.0,0.4,0.6,,,,
Cosine,0.4,50,,200,0.1,,,"[0.0766, 0.0072]","[0.0528, 0.0056]",5.0,0.5,0.5,,,,
Cosine,0.4,50,,200,0.1,,,"[0.0759, 0.007]","[0.0527, 0.0056]",5.0,0.6,0.4,,,,
Cosine,0.4,50,,200,0.1,,,"[0.0755, 0.007]","[0.0527, 0.0056]",5.0,0.7,0.3,,,,
Cosine,0.4,50,,200,0.1,,,"[0.0758, 0.0068]","[0.0528, 0.0055]",5.0,0.8,0.2,,,,
Cosine,0.4,50,,200,0.1,,,"[0.0743, 0.0069]","[0.0498, 0.0053]",5.0,0.9,0.1,,,,
Cosine,0.4,50,,200,0.1,,,"[0.0779, 0.0072]","[0.0526, 0.0055]",5.0,1.0,0.0,,,,
Cosine,0.4,50,,200,0.1,,,"[0.0981, 0.0082]",,10.0,0.0,1.0,"[0.0939, 0.0087]",,,
Cosine,0.4,50,,200,0.1,,,"[0.1023, 0.0083]",,10.0,0.1,0.9,"[0.0934, 0.0083]",,,
Cosine,0.4,50,,200,0.1,,,"[0.1018, 0.0082]",,10.0,0.2,0.8,"[0.0914, 0.008]",,,
Cosine,0.4,50,,200,0.1,,,"[0.1054, 0.0085]",,10.0,0.3,0.7,"[0.0925, 0.0082]",,,
Cosine,0.4,50,,200,0.1,,,"[0.1066, 0.0084]",,10.0,0.4,0.6,"[0.0926, 0.0081]",,,
Cosine,0.4,50,,200,0.1,,,"[0.1096, 0.0085]",,10.0,0.5,0.5,"[0.0946, 0.0081]",,,
Cosine,0.4,50,,200,0.1,,,"[0.107, 0.0082]",,10.0,0.6,0.4,"[0.0929, 0.0078]",,,
Cosine,0.4,50,,200,0.1,,,"[0.1055, 0.0081]",,10.0,0.7,0.3,"[0.0899, 0.0077]",,,
Cosine,0.4,50,,200,0.1,,,"[0.1062, 0.0083]",,10.0,0.8,0.2,"[0.0911, 0.0078]",,,
Cosine,0.4,50,,200,0.1,,,"[0.105, 0.0083]",,10.0,0.9,0.1,"[0.0904, 0.008]",,,
Cosine,0.4,50,,200,0.1,,,"[0.109, 0.0084]",,10.0,1.0,0.0,"[0.0914, 0.0077]",,,
Cosine,0.4,50,,200,0.1,,,"[0.1235, 0.009]",,15.0,0.0,1.0,,"[0.1354, 0.0108]",,
Cosine,0.4,50,,200,0.1,,,"[0.1258, 0.0091]",,15.0,0.1,0.9,,"[0.1329, 0.0104]",,
Cosine,0.4,50,,200,0.1,,,"[0.1273, 0.0092]",,15.0,0.2,0.8,,"[0.1319, 0.0103]",,
Cosine,0.4,50,,200,0.1,,,"[0.1307, 0.0092]",,15.0,0.3,0.7,,"[0.1347, 0.0102]",,
Cosine,0.4,50,,200,0.1,,,"[0.1313, 0.0093]",,15.0,0.4,0.6,,"[0.1312, 0.01]",,
Cosine,0.4,50,,200,0.1,,,"[0.1307, 0.0092]",,15.0,0.5,0.5,,"[0.1299, 0.01]",,
Cosine,0.4,50,,200,0.1,,,"[0.1362, 0.0093]",,15.0,0.6,0.4,,"[0.1354, 0.0101]",,
Cosine,0.4,50,,200,0.1,,,"[0.1304, 0.0089]",,15.0,0.7,0.3,,"[0.1304, 0.0097]",,
Cosine,0.4,50,,200,0.1,,,"[0.1321, 0.0091]",,15.0,0.8,0.2,,"[0.1311, 0.01]",,
Cosine,0.4,50,,200,0.1,,,"[0.1298, 0.0091]",,15.0,0.9,0.1,,"[0.127, 0.0097]",,
Cosine,0.4,50,,200,0.1,,,"[0.1285, 0.009]",,15.0,1.0,0.0,,"[0.1257, 0.0096]",,
Cosine,0.4,50,,200,0.1,,,"[0.144, 0.0096]",,20.0,0.0,1.0,,,"[0.1722, 0.0122]",
Cosine,0.4,50,,200,0.1,,,"[0.1491, 0.0098]",,20.0,0.1,0.9,,,"[0.1749, 0.0124]",
Cosine,0.4,50,,200,0.1,,,"[0.1473, 0.0097]",,20.0,0.2,0.8,,,"[0.1686, 0.0119]",
Cosine,0.4,50,,200,0.1,,,"[0.1539, 0.0098]",,20.0,0.3,0.7,,,"[0.1722, 0.0118]",
Cosine,0.4,50,,200,0.1,,,"[0.1522, 0.0098]",,20.0,0.4,0.6,,,"[0.1687, 0.0115]",
Cosine,0.4,50,,200,0.1,,,"[0.1517, 0.0098]",,20.0,0.5,0.5,,,"[0.1659, 0.0114]",
Cosine,0.4,50,,200,0.1,,,"[0.1513, 0.0098]",,20.0,0.6,0.4,,,"[0.1648, 0.0115]",
Cosine,0.4,50,,200,0.1,,,"[0.1529, 0.01]",,20.0,0.7,0.3,,,"[0.164, 0.0114]",
Cosine,0.4,50,,200,0.1,,,"[0.1483, 0.0097]",,20.0,0.8,0.2,,,"[0.1613, 0.0112]",
Cosine,0.4,50,,200,0.1,,,"[0.1478, 0.0097]",,20.0,0.9,0.1,,,"[0.1569, 0.0109]",
Cosine,0.4,50,,200,0.1,,,"[0.1466, 0.0098]",,20.0,1.0,0.0,,,"[0.1542, 0.0109]",
Cosine,0.4,50,,200,0.1,,,"[0.2167, 0.0103]",,50.0,0.0,1.0,,,,"[0.3262, 0.0155]"
Cosine,0.4,50,,200,0.1,,,"[0.2255, 0.0107]",,50.0,0.1,0.9,,,,"[0.3397, 0.0165]"
Cosine,0.4,50,,200,0.1,,,"[0.2239, 0.011]",,50.0,0.2,0.8,,,,"[0.333, 0.0166]"
Cosine,0.4,50,,200,0.1,,,"[0.2286, 0.0113]",,50.0,0.3,0.7,,,,"[0.3341, 0.0171]"
Cosine,0.4,50,,200,0.1,,,"[0.2312, 0.0115]",,50.0,0.4,0.6,,,,"[0.3317, 0.0169]"
Cosine,0.4,50,,200,0.1,,,"[0.2268, 0.0114]",,50.0,0.5,0.5,,,,"[0.3216, 0.0168]"
Cosine,0.4,50,,200,0.1,,,"[0.2242, 0.0116]",,50.0,0.6,0.4,,,,"[0.3129, 0.0166]"
Cosine,0.4,50,,200,0.1,,,"[0.2226, 0.0115]",,50.0,0.7,0.3,,,,"[0.3094, 0.0164]"
Cosine,0.4,50,,200,0.1,,,"[0.2185, 0.0117]",,50.0,0.8,0.2,,,,"[0.2991, 0.0163]"
Cosine,0.4,50,,200,0.1,,,"[0.2169, 0.0114]",,50.0,0.9,0.1,,,,"[0.2974, 0.0159]"
Cosine,0.4,50,,200,0.1,,,"[0.2162, 0.0116]",,50.0,1.0,0.0,,,,"[0.2925, 0.0159]"
Cosine,0.5,50,,200,0.1,,,"[0.0659, 0.0067]","[0.0484, 0.0057]",5.0,0.0,1.0,,,,
Cosine,0.5,50,,200,0.1,,,"[0.0697, 0.007]","[0.0494, 0.0057]",5.0,0.1,0.9,,,,
Cosine,0.5,50,,200,0.1,,,"[0.0723, 0.0071]","[0.0511, 0.0057]",5.0,0.2,0.8,,,,
Cosine,0.5,50,,200,0.1,,,"[0.0731, 0.0071]","[0.0508, 0.0056]",5.0,0.3,0.7,,,,
Cosine,0.5,50,,200,0.1,,,"[0.0755, 0.0071]","[0.0534, 0.0058]",5.0,0.4,0.6,,,,
Cosine,0.5,50,,200,0.1,,,"[0.0764, 0.0071]","[0.0528, 0.0056]",5.0,0.5,0.5,,,,
Cosine,0.5,50,,200,0.1,,,"[0.0765, 0.0071]","[0.0526, 0.0055]",5.0,0.6,0.4,,,,
Cosine,0.5,50,,200,0.1,,,"[0.0726, 0.0067]","[0.0489, 0.0051]",5.0,0.7,0.3,,,,
Cosine,0.5,50,,200,0.1,,,"[0.0743, 0.0068]","[0.0507, 0.0053]",5.0,0.8,0.2,,,,
Cosine,0.5,50,,200,0.1,,,"[0.0752, 0.0071]","[0.0504, 0.0055]",5.0,0.9,0.1,,,,
Cosine,0.5,50,,200,0.1,,,"[0.0756, 0.0069]","[0.0523, 0.0056]",5.0,1.0,0.0,,,,
Cosine,0.5,50,,200,0.1,,,"[0.1, 0.0083]",,10.0,0.0,1.0,"[0.0962, 0.0088]",,,
Cosine,0.5,50,,200,0.1,,,"[0.1002, 0.0082]",,10.0,0.1,0.9,"[0.091, 0.0081]",,,
Cosine,0.5,50,,200,0.1,,,"[0.1045, 0.0083]",,10.0,0.2,0.8,"[0.0939, 0.0081]",,,
Cosine,0.5,50,,200,0.1,,,"[0.1041, 0.0085]",,10.0,0.3,0.7,"[0.0913, 0.0081]",,,
Cosine,0.5,50,,200,0.1,,,"[0.1065, 0.0084]",,10.0,0.4,0.6,"[0.0936, 0.0081]",,,
Cosine,0.5,50,,200,0.1,,,"[0.1083, 0.0084]",,10.0,0.5,0.5,"[0.0939, 0.008]",,,
Cosine,0.5,50,,200,0.1,,,"[0.1053, 0.0082]",,10.0,0.6,0.4,"[0.0913, 0.0078]",,,
Cosine,0.5,50,,200,0.1,,,"[0.1078, 0.0083]",,10.0,0.7,0.3,"[0.092, 0.0078]",,,
Cosine,0.5,50,,200,0.1,,,"[0.1066, 0.0083]",,10.0,0.8,0.2,"[0.0923, 0.008]",,,
Cosine,0.5,50,,200,0.1,,,"[0.1071, 0.0082]",,10.0,0.9,0.1,"[0.0919, 0.0077]",,,
Cosine,0.5,50,,200,0.1,,,"[0.1048, 0.0082]",,10.0,1.0,0.0,"[0.0897, 0.0077]",,,
Cosine,0.5,50,,200,0.1,,,"[0.1246, 0.0089]",,15.0,0.0,1.0,,"[0.1367, 0.0107]",,
Cosine,0.5,50,,200,0.1,,,"[0.1272, 0.0092]",,15.0,0.1,0.9,,"[0.1341, 0.0105]",,
Cosine,0.5,50,,200,0.1,,,"[0.125, 0.0091]",,15.0,0.2,0.8,,"[0.1282, 0.01]",,
Cosine,0.5,50,,200,0.1,,,"[0.1313, 0.0093]",,15.0,0.3,0.7,,"[0.1336, 0.0101]",,
Cosine,0.5,50,,200,0.1,,,"[0.1305, 0.0092]",,15.0,0.4,0.6,,"[0.1311, 0.01]",,
Cosine,0.5,50,,200,0.1,,,"[0.1333, 0.0093]",,15.0,0.5,0.5,,"[0.1332, 0.0101]",,
Cosine,0.5,50,,200,0.1,,,"[0.1323, 0.0093]",,15.0,0.6,0.4,,"[0.1328, 0.0101]",,
Cosine,0.5,50,,200,0.1,,,"[0.1328, 0.0092]",,15.0,0.7,0.3,,"[0.1305, 0.0098]",,
Cosine,0.5,50,,200,0.1,,,"[0.1317, 0.0091]",,15.0,0.8,0.2,,"[0.1288, 0.0096]",,
Cosine,0.5,50,,200,0.1,,,"[0.1322, 0.0091]",,15.0,0.9,0.1,,"[0.1296, 0.0097]",,
Cosine,0.5,50,,200,0.1,,,"[0.1261, 0.0091]",,15.0,1.0,0.0,,"[0.1228, 0.0096]",,
Cosine,0.5,50,,200,0.1,,,"[0.1449, 0.0095]",,20.0,0.0,1.0,,,"[0.1736, 0.0121]",
